Task name: Group 14
Task description: -

Date of output: 23.2.2022

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Education_Mean_years_of_schooling (subset), 1 - 1	-
	Default Partial Cedent	Unemployment (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Fragile_State_Index( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
107	Year_(2017) :  (Education_Mean_years_of_schooling(7.8)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.25	-0.0186848724	-0.4157303371	-0.9102272727	1.5	0.5702479339	0.447761194	0.11	1.5	1.7536231884	2.2333333333	9.0909090909	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
108	Year_(2017) :  (Education_Mean_years_of_schooling(7.8)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.25	-0.0186848724	-0.4157303371	-0.9102272727	1.5	0.5702479339	0.447761194	0.11	1.5	1.7536231884	2.2333333333	9.0909090909	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
96	Year_(2017) :  (Unemployment(3.7)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.25	-0.0186848724	-0.4157303371	-0.9102272727	1.5	0.5702479339	0.447761194	0.11	1.5	1.7536231884	2.2333333333	9.0909090909	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
97	Year_(2017) :  (Unemployment(3.7)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.25	-0.0186848724	-0.4157303371	-0.9102272727	1.5	0.5702479339	0.447761194	0.11	1.5	1.7536231884	2.2333333333	9.0909090909	3	1	117	57	4	178	0.75	0.0247933884	0.3370786517	0.0168539326	0.025	0.1125	1.1125	0.9477	0.3439	1	0	1	0	0.6060265577	0.1071492271	38.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
87	Year_(2017) :  (Unemployment(4.3)  ->  Unemployment(4.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.2142857143	-0.0244228839	-0.4101123596	-0.4141774892	1.75	0.4016393443	0.4427480916	-1.6576388889	1.75	2.4897959184	2.2586206897	-0.6032677	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	5	42	129	7	178	0.2857142857	0.0408163265	0.7359550562	0.0112359551	0.0454545455	0.1558441558	1.1558441558	0.9999936	0.0001765	0.9999999999	0	1	0	0.5515093075	0.0581099968	22.5	0.3333333333	0.3333333333	0.1490711985	0.0000234101	0.0000004008	
78	Year_(2017) :  (Unemployment(5.5)  ->  Unemployment(4.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.2142857143	-0.0244228839	-0.4101123596	-0.4141774892	1.75	0.4016393443	0.4427480916	-1.6576388889	1.75	2.4897959184	2.2586206897	-0.6032677	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	5	42	129	7	178	0.2857142857	0.0408163265	0.7359550562	0.0112359551	0.0454545455	0.1558441558	1.1558441558	0.9999936	0.0001765	0.9999999999	0	1	0	0.5515093075	0.0581099968	22.5	0.3333333333	0.3333333333	0.1490711985	0.0000234101	0.0000004008	
70	Year_(2017) :  (Unemployment(7.1)  ->  Unemployment(4.2)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.2142857143	-0.0244228839	-0.4101123596	-0.4141774892	1.75	0.4016393443	0.4427480916	-1.6576388889	1.75	2.4897959184	2.2586206897	-0.6032677	2	2	118	56	4	178	0.5	0.0163934426	0.3258426966	0.0112359551	0.0166666667	-0.2583333333	0.7416666667	0.9963	0.0523	1	0	1	0	0.8979293987	0.5649953759	59	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	2	5	42	129	7	178	0.2857142857	0.0408163265	0.7359550562	0.0112359551	0.0454545455	0.1558441558	1.1558441558	0.9999936	0.0001765	0.9999999999	0	1	0	0.5515093075	0.0581099968	22.5	0.3333333333	0.3333333333	0.1490711985	0.0000234101	0.0000004008	
266	Year_(2017) :  (Education_Mean_years_of_schooling(3)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	0.1666666667	-0.0861111111	-0.4325842697	-1.8878787879	1.2	0.225	0.4420289855	0.2038338658	1.2	4.4444444444	2.262295082	4.9059561129	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
455	Year_(2017) :  (Education_Mean_years_of_schooling(3.7)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
446	Year_(2017) :  (Education_Mean_years_of_schooling(4.3)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
257	Year_(2017) :  (Education_Mean_years_of_schooling(4.7)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	0.1666666667	-0.0861111111	-0.4325842697	-1.8878787879	1.2	0.225	0.4420289855	0.2038338658	1.2	4.4444444444	2.262295082	4.9059561129	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
437	Year_(2017) :  (Education_Mean_years_of_schooling(4.8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
248	Year_(2017) :  (Education_Mean_years_of_schooling(5.1)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	0.1666666667	-0.0861111111	-0.4325842697	-1.8878787879	1.2	0.225	0.4420289855	0.2038338658	1.2	4.4444444444	2.262295082	4.9059561129	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
428	Year_(2017) :  (Education_Mean_years_of_schooling(5.2)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
419	Year_(2017) :  (Education_Mean_years_of_schooling(5.5)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
410	Year_(2017) :  (Education_Mean_years_of_schooling(5.6)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
113	Year_(2017) :  (Education_Mean_years_of_schooling(6.1)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.87	0.1666666667	-0.0777777778	-0.4269662921	-1.8878787879	1.2	0.3	0.4492753623	0.2038338658	1.2	3.3333333333	2.2258064516	4.9059561129	4	0	116	58	4	178	1	0.0333333333	0.3483146067	0.0224719101	0.0333333333	0.4833333333	1.4833333333	0.6561	1	1	0	1	0	0.2031664964	1.9777777778	28	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
52	Year_(2017) :  (Education_Mean_years_of_schooling(6.5)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.1666666667	-0.0694444444	-0.4213483146	-1.8878787879	1.2	0.375	0.4565217391	0.2038338658	1.2	2.6666666667	2.1904761905	4.9059561129	5	0	115	58	5	178	1	0.0416666667	0.3539325843	0.0280898876	0.0416666667	0.4833333333	1.4833333333	0.59049	1	1	0	1	0	0.1354443309	2.4865125241	22	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
401	Year_(2017) :  (Education_Mean_years_of_schooling(6.8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
392	Year_(2017) :  (Education_Mean_years_of_schooling(6.9)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
383	Year_(2017) :  (Education_Mean_years_of_schooling(7.2)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
374	Year_(2017) :  (Education_Mean_years_of_schooling(7.7)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
239	Year_(2017) :  (Education_Mean_years_of_schooling(8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	0.1666666667	-0.0861111111	-0.4325842697	-1.8878787879	1.2	0.225	0.4420289855	0.2038338658	1.2	4.4444444444	2.262295082	4.9059561129	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
230	Year_(2017) :  (Education_Mean_years_of_schooling(8.3)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.88	0.1666666667	-0.0861111111	-0.4325842697	-1.8878787879	1.2	0.225	0.4420289855	0.2038338658	1.2	4.4444444444	2.262295082	4.9059561129	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
365	Year_(2017) :  (Education_Mean_years_of_schooling(9.1)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
356	Year_(2017) :  (Education_Mean_years_of_schooling(10.1)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
347	Year_(2017) :  (Education_Mean_years_of_schooling(11.3)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
338	Year_(2017) :  (Education_Mean_years_of_schooling(11.8)  ->  Education_Mean_years_of_schooling(11.4)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.89	0.1666666667	-0.0944444444	-0.4382022472	-1.8878787879	1.2	0.15	0.4347826087	0.2038338658	1.2	6.6666666667	2.3	4.9059561129	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	39	133	6	178	0.8333333333	0.1111111111	0.7752808989	0.0280898876	0.1136363636	2.3712121212	3.3712121212	0.885735	0.468559	0.9999996888	0.0000008467	1	0	0.0037609929	11.4638764423	7	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
224	Year_(2017) :  (Education_Mean_years_of_schooling(9.3)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.1666666667	-0.0269493352	-0.4213483146	-1.0338383838	1.3333333333	0.3801652893	0.4402985075	-0.0108641975	1.3333333333	2.6304347826	2.2711864407	-92.0454545455	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
225	Year_(2017) :  (Education_Mean_years_of_schooling(9.3)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.1666666667	-0.0269493352	-0.4213483146	-1.0338383838	1.3333333333	0.3801652893	0.4402985075	-0.0108641975	1.3333333333	2.6304347826	2.2711864407	-92.0454545455	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
215	Year_(2017) :  (Education_Mean_years_of_schooling(10.4)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.1666666667	-0.0269493352	-0.4213483146	-1.0338383838	1.3333333333	0.3801652893	0.4402985075	-0.0108641975	1.3333333333	2.6304347826	2.2711864407	-92.0454545455	2	1	118	57	3	178	0.6666666667	0.0165289256	0.3314606742	0.0112359551	0.0166666667	-0.0111111111	0.9888888889	0.972	0.271	1	0	1	0	0.7519779782	0.0007794198	58.5	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
